0,7,100
0,7,100
0,7,100
0,7,100
0,8,101
0,8,101
0,8,101
0,9,102
0,9,102
0,9,102
0,10,103
1,10,103
1,10,103
1,10,104
1,11,104
1,11,104
1,11,105
1,12,105
1,12,105
1,12,105
1,13,106
2,13,106
2,13,106
2,14,107
2,14,107
2,14,107
2,14,108
2,15,108
2,15,108
2,15,109
2,16,109
3,16,109
3,16,110
3,17,110
3,17,110
3,17,111
3,17,111
3,18,111
3,18,111
3,18,112
3,19,112
4,19,112
4,19,113
4,20,113
4,20,113
4,20,114
4,21,114
4,21,114
4,21,115
4,21,115
4,22,115
4,22,116
5,22,116
5,23,116
5,23,116
5,23,117
5,24,117
5,24,117
5,24,118
5,25,118
5,25,118
5,25,119
6,25,119
6,26,119
6,26,120
6,26,120
6,27,120
6,27,121
6,27,121
6,28,121
6,28,122
6,28,122
7,28,122
7,29,122
7,29,123
7,29,123
7,30,123
7,30,124
7,30,124
7,31,124
7,31,125
7,31,125
8,32,125
8,32,126
8,32,126
8,32,126
8,33,127
8,33,127
8,33,127
8,34,127
8,34,128
8,34,128
8,35,128
9,35,129
9,35,129
9,35,129
9,36,130
9,36,130
9,36,130
9,37,131
9,37,131
9,37,131
9,38,132
10,38,132
10,38,132
10,39,133
10,39,133
10,39,133
10,39,133
10,40,134
10,40,134
10,40,134
10,41,135
11,41,135
11,41,135
11,42,136
11,42,136
11,42,136
11,43,137
11,43,137
11,43,137
11,43,138
11,44,138
12,44,138
12,44,138
12,45,139
12,45,139
12,45,139
12,46,140
12,46,140
12,46,140
12,46,141
12,47,141
12,47,141
13,47,142
13,48,142
13,48,142
13,48,143
13,49,143
13,49,143
13,49,144
13,50,144
13,50,144
13,50,144
14,50,145
14,51,145
14,51,145
14,51,146
14,52,146
14,52,146
14,52,147
14,53,147
14,53,147
14,53,148
15,53,148
15,54,148
15,54,149
15,54,149
15,55,149
15,55,149
15,55,150
15,56,150
15,56,150
15,56,151
16,57,151
16,57,151
16,57,152
16,57,152
16,58,152
16,58,153
16,58,153
16,59,153
16,59,154
16,59,154
16,60,154
17,60,155
17,60,155
17,61,155
17,61,155
17,61,156
17,61,156
17,62,156
17,62,157
17,62,157
17,63,157
18,63,158
18,63,158
18,64,158
18,64,159
18,64,159
18,64,159
18,65,160
18,65,160
18,65,160
18,66,160
19,66,161
19,66,161
19,67,161
19,67,162
19,67,162
19,68,162
19,68,163
19,68,163
19,68,163
19,69,164
20,69,164
20,69,164
20,70,165
20,70,165
20,70,165
20,71,166
20,71,166
20,71,166
20,72,166
20,72,167
20,72,167
21,72,167
21,73,168
21,73,168
21,73,168
21,74,169
21,74,169
21,74,169
21,75,170
21,75,170
21,75,170
22,75,171
22,76,171
22,76,171
22,76,171
22,77,172
22,77,172
22,77,172
22,78,173
22,78,173
22,78,173
23,79,174
23,79,174
23,79,174
23,79,175
23,80,175
23,80,175
23,80,176
23,81,176
23,81,176
23,81,177
24,82,177
24,82,177
24,82,177
24,82,178
24,83,178
24,83,178
24,83,179
24,84,179
24,84,179
24,84,180
25,85,180
25,85,180
25,85,181
25,86,181
25,86,181
25,86,182
25,86,182
25,87,182
25,87,182
25,87,183
25,88,183
26,88,183
26,88,184
26,89,184
26,89,184
26,89,185
26,90,185
26,90,185
26,90,186
26,90,186
26,91,186
27,91,187
27,91,187
27,92,187
27,92,188
27,92,188
27,93,188
27,93,188
27,93,189
27,93,189
27,94,189
28,94,190
28,94,190
28,95,190
28,95,191
28,95,191
28,96,191
28,96,192
28,96,192
28,97,192
28,97,193
29,97,193
29,97,193
29,98,193
29,98,194
29,98,194
29,99,194
29,99,195
29,99,195
29,100,195
29,100,196
29,100,196
30,100,196
30,101,197
30,101,197
30,101,197
30,102,198
30,102,198
30,102,198
30,103,199
30,103,199
30,103,199
31,104,199
31,104,200
31,104,200
31,104,200
31,105,201
31,105,201
31,105,201
31,106,202
31,106,202
31,106,202
32,107,203
32,107,203
32,107,203
33,107,203
33,108,203
34,108,203
34,108,203
34,109,203
35,109,203
35,109,203
35,109,204
36,110,204
36,110,204
37,110,204
37,110,204
37,111,204
38,111,204
38,111,204
39,112,204
39,112,204
39,112,204
40,112,205
40,113,205
40,113,205
41,113,205
41,114,205
42,114,205
42,114,205
42,114,205
43,115,205
43,115,205
44,115,206
44,115,206
44,116,206
45,116,206
45,116,206
45,117,206
46,117,206
46,117,206
47,117,206
47,118,206
47,118,207
48,118,207
48,119,207
49,119,207
49,119,207
49,119,207
50,120,207
50,120,207
50,120,207
51,120,207
51,121,208
52,121,208
52,121,208
52,122,208
53,122,208
53,122,208
54,122,208
54,123,208
54,123,208
55,123,208
55,124,208
55,124,209
56,124,209
56,124,209
57,125,209
57,125,209
57,125,209
58,125,209
58,126,209
59,126,209
59,126,209
59,127,210
60,127,210
60,127,210
60,127,210
61,128,210
61,128,210
62,128,210
62,129,210
62,129,210
63,129,210
63,129,211
64,130,211
64,130,211
64,130,211
65,130,211
65,131,211
66,131,211
66,131,211
66,132,211
67,132,211
67,132,212
67,132,212
68,133,212
68,133,212
69,133,212
69,134,212
69,134,212
70,134,212
70,134,212
71,135,212
71,135,212
71,135,213
72,135,213
72,136,213
72,136,213
73,136,213
73,137,213
74,137,213
74,137,213
74,137,213
75,138,213
75,138,214
76,138,214
76,139,214
76,139,214
77,139,214
77,139,214
77,140,214
78,140,214
78,140,214
79,140,214
79,141,215
79,141,215
80,141,215
80,142,215
81,142,215
81,142,215
81,142,215
82,143,215
82,143,215
82,143,215
83,144,216
83,144,216
84,144,216
84,144,216
84,145,216
85,145,216
85,145,216
86,146,216
86,146,216
86,146,216
87,146,216
87,147,217
87,147,217
88,147,217
88,147,217
89,148,217
89,148,217
89,148,217
90,149,217
90,149,217
91,149,217
91,149,218
91,150,218
92,150,218
92,150,218
92,151,218
93,151,218
93,151,218
94,151,218
94,152,218
94,152,218
95,152,219
95,152,219
96,153,219
96,153,219
96,153,219
97,154,219
97,154,219
97,154,219
98,154,219
98,155,219
99,155,220
99,155,220
99,156,220
100,156,220
100,156,220
101,156,220
101,157,220
101,157,220
102,157,220
102,157,220
102,158,221
103,158,221
103,158,221
104,159,221
104,159,221
104,159,221
105,159,221
105,160,221
106,160,221
106,160,221
106,161,221
107,161,222
107,161,222
107,161,222
108,162,222
108,162,222
109,162,222
109,162,222
109,163,222
110,163,222
110,163,222
111,164,223
111,164,223
111,164,223
112,164,223
112,165,223
112,165,223
113,165,223
113,166,223
114,166,223
114,166,223
114,166,224
115,167,224
115,167,224
116,167,224
116,167,224
116,168,224
117,168,224
117,168,224
117,169,224
118,169,224
118,169,225
119,169,225
119,170,225
119,170,225
120,170,225
120,171,225
121,171,225
121,171,225
121,171,225
122,172,225
122,172,225
122,172,226
123,172,226
123,173,226
124,173,226
124,173,226
124,174,226
125,174,226
125,174,226
126,174,226
126,175,226
126,175,227
127,175,227
127,176,227
127,176,227
128,176,227
128,176,227
129,177,227
129,177,227
129,177,227
130,177,227
130,178,228
131,178,228
131,178,228
131,179,228
132,179,228
132,179,228
132,179,228
133,180,228
133,180,228
134,180,228
134,181,229
134,181,229
135,181,229
135,181,229
136,182,229
136,182,229
136,182,229
137,182,229
137,183,229
137,183,229
138,183,229
138,184,230
139,184,230
139,184,230
139,184,230
140,185,230
140,185,230
141,185,230
141,186,230
141,186,230
142,186,230
142,186,231
143,187,231
143,187,231
143,187,231
144,187,231
144,188,231
144,188,231
145,188,231
145,189,231
146,189,231
146,189,232
146,189,232
147,190,232
147,190,232
148,190,232
148,191,232
148,191,232
149,191,232
149,191,232
149,192,232
150,192,233
150,192,233
151,192,233
151,193,233
151,193,233
152,193,233
152,194,233
153,194,233
153,194,233
153,194,233
154,195,233
154,195,234
154,195,234
155,196,234
155,196,234
156,196,234
156,196,234
156,197,234
157,197,234
157,197,234
158,197,234
158,198,235
158,198,235
159,198,235
159,199,235
159,199,235
160,199,235
160,199,235
161,200,235
161,200,235
161,200,235
162,201,236
162,201,236
163,201,236
163,201,236
163,202,236
164,202,236
164,202,236
164,202,236
165,203,236
165,203,236
166,203,237
166,204,237
166,204,237
167,204,237
